Name,Roll,Branch,StartYear,PreviousCourses,CurrentCourses
Reyansh K_1810,FMA79,CSE,2024,COA:7|OS:8,OS
Myra A_1811,249,CE,2020,SE:5|ML:6|COA:10,DBMS|AI|ML
Aadhya S_1812,HHS63,CSE,2026,CN:8,DBMS|OS
Sara R_1813,998,IT,2025,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Reyansh M_1814,900,IT,2021,DAA:5|CN:6|OOPS:6|OS:9,OS
Aditya K_1815,841,CE,2022,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Sara R_1816,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Saanvi S_1817,127,CE,2017,SE:8|DBMS:6,CN
Saanvi A_1818,346,CE,2016,CN:7|SE:5|ML:10,DSA|AI|ML
Ira P_1819,650,ME,2017,CN:6|TOC:6,OS
Sai R_1820,VRP70,CE,2024,DAA:5|OS:9,DBMS|OS|AI
Reyansh S_1821,AJQ25,ECE,2022,AI:6,COA|ML|DSA
Ira P_1822,650,ME,2019,CN:6|TOC:6,OS
Vihaan K_1823,AZS78,ME,2023,CN:6|COA:10,DBMS|OS
Aarohi P_1824,626,EE,2026,OOPS:6,OS
Navya A_1825,646,EE,2025,TOC:7,ML|OS
Atharv P_1826,DWV26,IT,2025,TOC:9,ML
Reyansh M_1827,900,IT,2018,DAA:5|CN:6|OOPS:6|OS:9,OS
Sara R_1828,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Aarohi P_1829,626,EE,2025,OOPS:6,OS
Ira P_1830,650,ME,2022,CN:6|TOC:6,OS
Riya T_1831,692,ECE,2021,DBMS:6|OOPS:5,DSA|AI
Reyansh S_1832,AJQ25,ECE,2021,AI:6,COA|ML|DSA
Shaurya P_1833,996,ECE,2024,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Rian T_1834,ALE69,EE,2022,SE:6|COA:7|DAA:7|ML:6,OS|CN
Sara R_1835,998,IT,2027,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Ira P_1836,650,ME,2017,CN:6|TOC:6,OS
Atharv P_1837,DWV26,IT,2020,TOC:9,ML
Reyansh K_1838,FMA79,CSE,2020,COA:7|OS:8,OS
Aarav K_1839,DPA73,EE,2024,AI:5|DAA:8,AI|CN|OS
Myra K_1840,TNZ13,DS,2017,COA:7|OS:8,AI
Aarav K_1841,KDB69,DS,2023,DSA:8|TOC:8|DBMS:8,DBMS|CN
Atharv P_1842,DWV26,IT,2025,TOC:9,ML
Rian R_1843,574,ME,2020,DBMS:10|DSA:10|SE:9,DBMS|OS
Sai S_1844,FVB35,ECE,2022,DSA:10|ML:8,CN
Aarohi P_1845,626,EE,2023,OOPS:6,OS
Pari R_1846,267,DS,2025,COA:9|CN:7,DBMS|DSA
Muhammad P_1847,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Krishna K_1848,231,DS,2026,TOC:8|OOPS:7,AI|OS
Aarav K_1849,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Sara R_1850,998,IT,2025,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Navya P_1851,GLC69,ME,2020,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Arya M_1852,XIY73,DS,2026,OS:5|AI:6|CN:5,AI|DBMS|COA
Arya M_1853,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Atharv M_1854,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Rian T_1855,ALE69,EE,2026,SE:6|COA:7|DAA:7|ML:6,OS|CN
Navya M_1856,917,EE,2022,DBMS:7|AI:7,ML
Aditya K_1857,841,CE,2023,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Sai S_1858,FVB35,ECE,2022,DSA:10|ML:8,CN
Atharv P_1859,DWV26,IT,2025,TOC:9,ML
Angel P_1860,874,EE,2023,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Aarav K_1861,KDB69,DS,2024,DSA:8|TOC:8|DBMS:8,DBMS|CN
Ananya M_1862,862,AIML,2025,OS:6|DBMS:7|CN:7,CN
Navya M_1863,917,EE,2025,DBMS:7|AI:7,ML
Aditya K_1864,841,CE,2023,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Myra R_1865,LBY37,CE,2020,SE:6|DBMS:5|ML:8|CN:6,COA
Rian T_1866,ALE69,EE,2023,SE:6|COA:7|DAA:7|ML:6,OS|CN
Kabir P_1867,UOE14,CSE,2026,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Arya M_1868,XIY73,DS,2025,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya S_1869,870,DS,2016,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Rian T_1870,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Ananya T_1871,374,CSE,2016,CN:7,ML
Angel P_1872,874,EE,2019,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Reyansh M_1873,900,IT,2024,DAA:5|CN:6|OOPS:6|OS:9,OS
Shaurya A_1874,667,ME,2016,OOPS:8,OS|CN|ML
Pari R_1875,267,DS,2026,COA:9|CN:7,DBMS|DSA
Kabir P_1876,UOE14,CSE,2022,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Aarohi P_1877,626,EE,2021,OOPS:6,OS
Riya T_1878,692,ECE,2026,DBMS:6|OOPS:5,DSA|AI
Riya T_1879,692,ECE,2022,DBMS:6|OOPS:5,DSA|AI
Muhammad P_1880,NZR11,CE,2020,CN:5|DSA:7|TOC:7,AI|OS|CN
Aditya P_1881,412,ME,2022,SE:9,DBMS|DSA
Ira P_1882,650,ME,2019,CN:6|TOC:6,OS
Navya S_1883,870,DS,2017,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Riya T_1884,692,ECE,2026,DBMS:6|OOPS:5,DSA|AI
Rian R_1885,183,CE,2022,COA:8,CN
Atharv M_1886,JQR11,DS,2016,DAA:7|CN:7|DBMS:8,COA|AI|OS
Shaurya A_1887,667,ME,2022,OOPS:8,OS|CN|ML
Angel P_1888,874,EE,2024,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Arya M_1889,XIY73,DS,2025,OS:5|AI:6|CN:5,AI|DBMS|COA
Kabir P_1890,UOE14,CSE,2020,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Arya M_1891,XIY73,DS,2025,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya A_1892,646,EE,2025,TOC:7,ML|OS
Atharv P_1893,DWV26,IT,2025,TOC:9,ML
Aarav T_1894,TXU38,EE,2022,DAA:5|DSA:10,DSA
Rian A_1895,MRC72,CE,2019,DSA:7,DSA|ML|DBMS
Ananya M_1896,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Krishna R_1897,560,CE,2025,OS:5,ML|DSA
Muhammad P_1898,NZR11,CE,2022,CN:5|DSA:7|TOC:7,AI|OS|CN
Myra A_1899,249,CE,2020,SE:5|ML:6|COA:10,DBMS|AI|ML
Aarav T_1900,TXU38,EE,2026,DAA:5|DSA:10,DSA
Aditya K_1901,841,CE,2018,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Vihaan K_1902,AZS78,ME,2021,CN:6|COA:10,DBMS|OS
Muhammad P_1903,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Shaurya A_1904,667,ME,2018,OOPS:8,OS|CN|ML
Ananya T_1905,374,CSE,2017,CN:7,ML
Aarohi P_1906,626,EE,2020,OOPS:6,OS
Atharv P_1907,DWV26,IT,2021,TOC:9,ML
Atharv P_1908,DWV26,IT,2026,TOC:9,ML
Ananya T_1909,374,CSE,2019,CN:7,ML
Angel P_1910,874,EE,2024,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Rian T_1911,ALE69,EE,2021,SE:6|COA:7|DAA:7|ML:6,OS|CN
Sara R_1912,998,IT,2026,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Riya T_1913,692,ECE,2025,DBMS:6|OOPS:5,DSA|AI
Shaurya A_1914,667,ME,2022,OOPS:8,OS|CN|ML
Aarav K_1915,KDB69,DS,2022,DSA:8|TOC:8|DBMS:8,DBMS|CN
Rian T_1916,ALE69,EE,2023,SE:6|COA:7|DAA:7|ML:6,OS|CN
Rian T_1917,ALE69,EE,2022,SE:6|COA:7|DAA:7|ML:6,OS|CN
Navya P_1918,GLC69,ME,2024,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aarav K_1919,DPA73,EE,2022,AI:5|DAA:8,AI|CN|OS
Saanvi S_1920,127,CE,2017,SE:8|DBMS:6,CN
Navya T_1921,584,IT,2025,ML:10|COA:5|DSA:5,DBMS|CN
Ira P_1922,650,ME,2019,CN:6|TOC:6,OS
Shaurya P_1923,996,ECE,2022,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Shaurya A_1924,667,ME,2022,OOPS:8,OS|CN|ML
Navya A_1925,646,EE,2019,TOC:7,ML|OS
Reyansh K_1926,FMA79,CSE,2025,COA:7|OS:8,OS
Arya M_1927,XIY73,DS,2026,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya S_1928,870,DS,2022,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Navya P_1929,GLC69,ME,2022,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aadhya S_1930,HHS63,CSE,2022,CN:8,DBMS|OS
Saanvi P_1931,247,CE,2021,DAA:8,DSA|CN|COA
Navya A_1932,646,EE,2020,TOC:7,ML|OS
Ananya M_1933,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Krishna K_1934,231,DS,2026,TOC:8|OOPS:7,AI|OS
Ananya T_1935,374,CSE,2020,CN:7,ML
Reyansh S_1936,AJQ25,ECE,2022,AI:6,COA|ML|DSA
Ananya T_1937,374,CSE,2022,CN:7,ML
Navya T_1938,584,IT,2024,ML:10|COA:5|DSA:5,DBMS|CN
Aarohi T_1939,ICG22,CSE,2023,OOPS:7|AI:7,DSA|OS
Angel P_1940,874,EE,2025,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Muhammad P_1941,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Rian T_1942,ALE69,EE,2025,SE:6|COA:7|DAA:7|ML:6,OS|CN
Muhammad P_1943,NZR11,CE,2020,CN:5|DSA:7|TOC:7,AI|OS|CN
Navya P_1944,GLC69,ME,2020,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aadhya S_1945,HHS63,CSE,2024,CN:8,DBMS|OS
Myra R_1946,LBY37,CE,2020,SE:6|DBMS:5|ML:8|CN:6,COA
Sara R_1947,998,IT,2023,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Ira P_1948,650,ME,2017,CN:6|TOC:6,OS
Myra K_1949,TNZ13,DS,2020,COA:7|OS:8,AI
Riya T_1950,692,ECE,2027,DBMS:6|OOPS:5,DSA|AI
Aditya P_1951,412,ME,2025,SE:9,DBMS|DSA
Atharv P_1952,DWV26,IT,2023,TOC:9,ML
Saanvi S_1953,127,CE,2018,SE:8|DBMS:6,CN
Aditya K_1954,841,CE,2019,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Reyansh K_1955,FMA79,CSE,2023,COA:7|OS:8,OS
Sai S_1956,FVB35,ECE,2019,DSA:10|ML:8,CN
Vihaan K_1957,AZS78,ME,2026,CN:6|COA:10,DBMS|OS
Arya M_1958,XIY73,DS,2026,OS:5|AI:6|CN:5,AI|DBMS|COA
Shaurya A_1959,667,ME,2019,OOPS:8,OS|CN|ML
Myra K_1960,TNZ13,DS,2019,COA:7|OS:8,AI
Aarav K_1961,KDB69,DS,2026,DSA:8|TOC:8|DBMS:8,DBMS|CN
Riya T_1962,692,ECE,2021,DBMS:6|OOPS:5,DSA|AI
Myra R_1963,LBY37,CE,2019,SE:6|DBMS:5|ML:8|CN:6,COA
Myra A_1964,249,CE,2019,SE:5|ML:6|COA:10,DBMS|AI|ML
Rian A_1965,MRC72,CE,2020,DSA:7,DSA|ML|DBMS
Muhammad P_1966,WBP33,ME,2025,TOC:5,AI
Kabir P_1967,UOE14,CSE,2023,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Aditya P_1968,412,ME,2025,SE:9,DBMS|DSA
Aditya K_1969,841,CE,2023,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Aarav K_1970,KDB69,DS,2025,DSA:8|TOC:8|DBMS:8,DBMS|CN
Angel P_1971,874,EE,2021,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Myra R_1972,LBY37,CE,2021,SE:6|DBMS:5|ML:8|CN:6,COA
Sai R_1973,VRP70,CE,2023,DAA:5|OS:9,DBMS|OS|AI
Rian R_1974,574,ME,2024,DBMS:10|DSA:10|SE:9,DBMS|OS
Sai R_1975,VRP70,CE,2026,DAA:5|OS:9,DBMS|OS|AI
Saanvi S_1976,127,CE,2021,SE:8|DBMS:6,CN
Muhammad P_1977,WBP33,ME,2023,TOC:5,AI
Navya M_1978,917,EE,2023,DBMS:7|AI:7,ML
Reyansh M_1979,900,IT,2023,DAA:5|CN:6|OOPS:6|OS:9,OS
Krishna K_1980,231,DS,2025,TOC:8|OOPS:7,AI|OS
Aarav T_1981,TXU38,EE,2025,DAA:5|DSA:10,DSA
Aditya P_1982,412,ME,2021,SE:9,DBMS|DSA
Ananya T_1983,374,CSE,2018,CN:7,ML
Saanvi S_1984,127,CE,2018,SE:8|DBMS:6,CN
Sai S_1985,FVB35,ECE,2020,DSA:10|ML:8,CN
Aditya P_1986,412,ME,2024,SE:9,DBMS|DSA
Navya P_1987,GLC69,ME,2024,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Navya A_1988,646,EE,2023,TOC:7,ML|OS
Muhammad P_1989,NZR11,CE,2022,CN:5|DSA:7|TOC:7,AI|OS|CN
Myra R_1990,LBY37,CE,2019,SE:6|DBMS:5|ML:8|CN:6,COA
Arya M_1991,XIY73,DS,2023,OS:5|AI:6|CN:5,AI|DBMS|COA
Muhammad P_1992,WBP33,ME,2020,TOC:5,AI
Aarav K_1993,DPA73,EE,2020,AI:5|DAA:8,AI|CN|OS
Ira P_1994,650,ME,2022,CN:6|TOC:6,OS
Pari R_1995,267,DS,2027,COA:9|CN:7,DBMS|DSA
Navya M_1996,917,EE,2021,DBMS:7|AI:7,ML
Saanvi P_1997,247,CE,2018,DAA:8,DSA|CN|COA
Ananya M_1998,862,AIML,2023,OS:6|DBMS:7|CN:7,CN
Aarav T_1999,TXU38,EE,2023,DAA:5|DSA:10,DSA
Reyansh M_2000,900,IT,2018,DAA:5|CN:6|OOPS:6|OS:9,OS
Shaurya A_2001,667,ME,2018,OOPS:8,OS|CN|ML
Saanvi A_2002,346,CE,2017,CN:7|SE:5|ML:10,DSA|AI|ML
Navya M_2003,917,EE,2021,DBMS:7|AI:7,ML
Sara R_2004,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Shaurya A_2005,667,ME,2020,OOPS:8,OS|CN|ML
Navya M_2006,917,EE,2021,DBMS:7|AI:7,ML
Arya M_2007,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Krishna R_2008,560,CE,2023,OS:5,ML|DSA
Navya M_2009,917,EE,2019,DBMS:7|AI:7,ML
Navya T_2010,584,IT,2025,ML:10|COA:5|DSA:5,DBMS|CN
Muhammad P_2011,NZR11,CE,2022,CN:5|DSA:7|TOC:7,AI|OS|CN
Navya T_2012,584,IT,2026,ML:10|COA:5|DSA:5,DBMS|CN
Muhammad P_2013,WBP33,ME,2021,TOC:5,AI
Atharv M_2014,JQR11,DS,2020,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya T_2015,584,IT,2026,ML:10|COA:5|DSA:5,DBMS|CN
Aditya P_2016,412,ME,2019,SE:9,DBMS|DSA
Sai S_2017,FVB35,ECE,2019,DSA:10|ML:8,CN
Sara R_2018,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Riya T_2019,692,ECE,2027,DBMS:6|OOPS:5,DSA|AI
Myra A_2020,249,CE,2023,SE:5|ML:6|COA:10,DBMS|AI|ML
Aarav K_2021,DPA73,EE,2022,AI:5|DAA:8,AI|CN|OS
Ananya M_2022,862,AIML,2020,OS:6|DBMS:7|CN:7,CN
Myra K_2023,TNZ13,DS,2022,COA:7|OS:8,AI
Myra K_2024,TNZ13,DS,2020,COA:7|OS:8,AI
Atharv P_2025,DWV26,IT,2025,TOC:9,ML
Pari R_2026,267,DS,2023,COA:9|CN:7,DBMS|DSA
Aditya P_2027,412,ME,2022,SE:9,DBMS|DSA
Atharv M_2028,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Saanvi P_2029,247,CE,2023,DAA:8,DSA|CN|COA
Ananya T_2030,374,CSE,2016,CN:7,ML
Ananya A_2031,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aarav K_2032,KDB69,DS,2024,DSA:8|TOC:8|DBMS:8,DBMS|CN
Pari R_2033,267,DS,2027,COA:9|CN:7,DBMS|DSA
Krishna R_2034,560,CE,2023,OS:5,ML|DSA
Ananya A_2035,GCJ17,EE,2018,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aarav K_2036,KDB69,DS,2022,DSA:8|TOC:8|DBMS:8,DBMS|CN
Muhammad P_2037,WBP33,ME,2022,TOC:5,AI
Navya A_2038,646,EE,2025,TOC:7,ML|OS
Shaurya P_2039,996,ECE,2022,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Sai R_2040,VRP70,CE,2027,DAA:5|OS:9,DBMS|OS|AI
Sai R_2041,VRP70,CE,2023,DAA:5|OS:9,DBMS|OS|AI
Sara R_2042,998,IT,2026,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Krishna K_2043,231,DS,2023,TOC:8|OOPS:7,AI|OS
Aditya P_2044,412,ME,2020,SE:9,DBMS|DSA
Reyansh K_2045,FMA79,CSE,2022,COA:7|OS:8,OS
Vivaan R_2046,LUU29,CSE,2019,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Navya M_2047,917,EE,2020,DBMS:7|AI:7,ML
Riya T_2048,692,ECE,2027,DBMS:6|OOPS:5,DSA|AI
Navya M_2049,917,EE,2019,DBMS:7|AI:7,ML
Pari R_2050,267,DS,2024,COA:9|CN:7,DBMS|DSA
Krishna R_2051,560,CE,2021,OS:5,ML|DSA
Ananya M_2052,862,AIML,2025,OS:6|DBMS:7|CN:7,CN
Saanvi S_2053,127,CE,2022,SE:8|DBMS:6,CN
Saanvi S_2054,127,CE,2022,SE:8|DBMS:6,CN
Ananya M_2055,862,AIML,2026,OS:6|DBMS:7|CN:7,CN
Aarav K_2056,KDB69,DS,2023,DSA:8|TOC:8|DBMS:8,DBMS|CN
Reyansh K_2057,FMA79,CSE,2021,COA:7|OS:8,OS
Saanvi A_2058,346,CE,2017,CN:7|SE:5|ML:10,DSA|AI|ML
Navya T_2059,584,IT,2024,ML:10|COA:5|DSA:5,DBMS|CN
Ananya T_2060,374,CSE,2020,CN:7,ML
Navya T_2061,584,IT,2026,ML:10|COA:5|DSA:5,DBMS|CN
Vivaan R_2062,LUU29,CSE,2022,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Riya T_2063,692,ECE,2024,DBMS:6|OOPS:5,DSA|AI
Myra R_2064,LBY37,CE,2023,SE:6|DBMS:5|ML:8|CN:6,COA
Aadhya S_2065,HHS63,CSE,2023,CN:8,DBMS|OS
Navya M_2066,917,EE,2019,DBMS:7|AI:7,ML
Reyansh K_2067,FMA79,CSE,2020,COA:7|OS:8,OS
Ananya M_2068,862,AIML,2023,OS:6|DBMS:7|CN:7,CN
Muhammad P_2069,WBP33,ME,2022,TOC:5,AI
Navya T_2070,584,IT,2026,ML:10|COA:5|DSA:5,DBMS|CN
Aadhya S_2071,HHS63,CSE,2023,CN:8,DBMS|OS
Krishna K_2072,231,DS,2022,TOC:8|OOPS:7,AI|OS
Rian T_2073,ALE69,EE,2021,SE:6|COA:7|DAA:7|ML:6,OS|CN
Ananya M_2074,862,AIML,2025,OS:6|DBMS:7|CN:7,CN
Vihaan K_2075,AZS78,ME,2020,CN:6|COA:10,DBMS|OS
Krishna K_2076,231,DS,2023,TOC:8|OOPS:7,AI|OS
Vihaan K_2077,AZS78,ME,2021,CN:6|COA:10,DBMS|OS
Rian A_2078,MRC72,CE,2025,DSA:7,DSA|ML|DBMS
Navya T_2079,584,IT,2024,ML:10|COA:5|DSA:5,DBMS|CN
Muhammad P_2080,WBP33,ME,2021,TOC:5,AI
Atharv P_2081,DWV26,IT,2021,TOC:9,ML
Saanvi A_2082,346,CE,2020,CN:7|SE:5|ML:10,DSA|AI|ML
Sai S_2083,FVB35,ECE,2022,DSA:10|ML:8,CN
Sara R_2084,998,IT,2026,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Ira P_2085,650,ME,2021,CN:6|TOC:6,OS
Sara R_2086,998,IT,2022,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Ananya A_2087,GCJ17,EE,2019,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Krishna K_2088,231,DS,2026,TOC:8|OOPS:7,AI|OS
Angel P_2089,874,EE,2020,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Muhammad P_2090,WBP33,ME,2020,TOC:5,AI
Vihaan K_2091,AZS78,ME,2024,CN:6|COA:10,DBMS|OS
Ananya T_2092,374,CSE,2016,CN:7,ML
Ananya A_2093,GCJ17,EE,2019,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Muhammad P_2094,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Rian T_2095,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aditya K_2096,841,CE,2019,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Aarav T_2097,TXU38,EE,2022,DAA:5|DSA:10,DSA
Muhammad P_2098,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Vivaan R_2099,LUU29,CSE,2020,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Atharv M_2100,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya P_2101,GLC69,ME,2019,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Saanvi S_2102,127,CE,2019,SE:8|DBMS:6,CN
Muhammad P_2103,WBP33,ME,2022,TOC:5,AI
Saanvi S_2104,127,CE,2020,SE:8|DBMS:6,CN
Saanvi S_2105,127,CE,2022,SE:8|DBMS:6,CN
Kabir P_2106,UOE14,CSE,2023,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Ananya T_2107,374,CSE,2022,CN:7,ML
Aarav T_2108,TXU38,EE,2026,DAA:5|DSA:10,DSA
Rian T_2109,ALE69,EE,2025,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aarav T_2110,TXU38,EE,2023,DAA:5|DSA:10,DSA
Shaurya P_2111,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Reyansh K_2112,FMA79,CSE,2021,COA:7|OS:8,OS
Myra K_2113,TNZ13,DS,2022,COA:7|OS:8,AI
Angel P_2114,874,EE,2025,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Saanvi S_2115,127,CE,2019,SE:8|DBMS:6,CN
Muhammad P_2116,WBP33,ME,2020,TOC:5,AI
Navya T_2117,584,IT,2024,ML:10|COA:5|DSA:5,DBMS|CN
Rian R_2118,183,CE,2021,COA:8,CN
Reyansh S_2119,AJQ25,ECE,2021,AI:6,COA|ML|DSA
Sara R_2120,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Navya P_2121,GLC69,ME,2019,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Ananya M_2122,862,AIML,2020,OS:6|DBMS:7|CN:7,CN
Aarohi P_2123,626,EE,2023,OOPS:6,OS
Sai S_2124,FVB35,ECE,2016,DSA:10|ML:8,CN
Rian R_2125,574,ME,2020,DBMS:10|DSA:10|SE:9,DBMS|OS
Atharv P_2126,DWV26,IT,2020,TOC:9,ML
Ira P_2127,650,ME,2018,CN:6|TOC:6,OS
Sai R_2128,VRP70,CE,2025,DAA:5|OS:9,DBMS|OS|AI
Shaurya P_2129,996,ECE,2020,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Aarav K_2130,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Angel P_2131,874,EE,2022,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Navya M_2132,917,EE,2021,DBMS:7|AI:7,ML
Reyansh S_2133,AJQ25,ECE,2021,AI:6,COA|ML|DSA
Sai R_2134,VRP70,CE,2026,DAA:5|OS:9,DBMS|OS|AI
Aditya P_2135,412,ME,2022,SE:9,DBMS|DSA
Aarohi T_2136,ICG22,CSE,2018,OOPS:7|AI:7,DSA|OS
Shaurya P_2137,996,ECE,2022,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Ananya A_2138,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Navya S_2139,870,DS,2017,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Vihaan K_2140,AZS78,ME,2025,CN:6|COA:10,DBMS|OS
Myra R_2141,LBY37,CE,2023,SE:6|DBMS:5|ML:8|CN:6,COA
Rian R_2142,183,CE,2021,COA:8,CN
Aarav K_2143,DPA73,EE,2023,AI:5|DAA:8,AI|CN|OS
Ananya T_2144,374,CSE,2017,CN:7,ML
Sai S_2145,FVB35,ECE,2022,DSA:10|ML:8,CN
Atharv M_2146,JQR11,DS,2018,DAA:7|CN:7|DBMS:8,COA|AI|OS
Vivaan R_2147,LUU29,CSE,2018,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Navya A_2148,646,EE,2023,TOC:7,ML|OS
Aarav K_2149,DPA73,EE,2020,AI:5|DAA:8,AI|CN|OS
Rian A_2150,MRC72,CE,2020,DSA:7,DSA|ML|DBMS
Atharv M_2151,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Ananya A_2152,GCJ17,EE,2018,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Saanvi S_2153,127,CE,2018,SE:8|DBMS:6,CN
Navya A_2154,646,EE,2019,TOC:7,ML|OS
Saanvi P_2155,247,CE,2020,DAA:8,DSA|CN|COA
Sai R_2156,VRP70,CE,2024,DAA:5|OS:9,DBMS|OS|AI
Muhammad P_2157,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Navya M_2158,917,EE,2024,DBMS:7|AI:7,ML
Angel P_2159,874,EE,2021,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Aditya P_2160,412,ME,2024,SE:9,DBMS|DSA
Navya S_2161,870,DS,2018,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Reyansh M_2162,900,IT,2024,DAA:5|CN:6|OOPS:6|OS:9,OS
Kabir P_2163,UOE14,CSE,2020,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Shaurya A_2164,667,ME,2018,OOPS:8,OS|CN|ML
Aarohi T_2165,ICG22,CSE,2023,OOPS:7|AI:7,DSA|OS
Pari R_2166,267,DS,2025,COA:9|CN:7,DBMS|DSA
Shaurya P_2167,996,ECE,2023,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
